AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Pitch,Roll,target,target_name
-0.74,-1.0,-9.54,-0.08,0.01,-0.02,-1.0,-0.74,3.0,idle
-0.74,-0.99,-9.54,-0.08,0.01,-0.02,-0.99,-0.74,3.0,idle
-0.73,-0.98,-9.56,-0.08,0.01,-0.02,-0.98,-0.73,3.0,idle
-0.73,-0.98,-9.55,-0.08,0.01,-0.02,-0.98,-0.73,3.0,idle
-0.73,-0.98,-9.53,-0.08,0.01,-0.02,-0.98,-0.73,3.0,idle
-0.73,-0.98,-9.56,-0.08,0.01,-0.02,-0.98,-0.73,3.0,idle
-0.73,-0.99,-9.53,-0.08,0.01,-0.02,-0.99,-0.73,3.0,idle
-0.73,-0.99,-9.54,-0.08,0.01,-0.02,-0.99,-0.73,3.0,idle
-0.75,-0.99,-9.54,-0.08,0.01,-0.02,-0.99,-0.75,3.0,idle
-0.73,-0.98,-9.55,-0.08,0.01,-0.02,-0.98,-0.73,3.0,idle
-0.73,-0.99,-9.55,-0.08,0.01,-0.02,-0.99,-0.73,3.0,idle
-0.73,-0.99,-9.54,-0.08,0.01,-0.02,-0.99,-0.73,3.0,idle
-0.73,-0.98,-9.53,-0.08,0.01,-0.02,-0.98,-0.73,3.0,idle
-0.71,-1.0,-9.54,-0.08,0.02,-0.02,-1.0,-0.71,3.0,idle
-0.74,-0.99,-9.55,-0.08,0.01,-0.02,-0.99,-0.74,3.0,idle
-0.72,-0.98,-9.54,-0.08,0.01,-0.02,-0.98,-0.72,3.0,idle
-0.71,-0.97,-9.56,-0.08,0.01,-0.02,-0.97,-0.71,3.0,idle
-0.73,-0.99,-9.56,-0.08,0.01,-0.02,-0.99,-0.73,3.0,idle
-0.74,-0.98,-9.54,-0.08,0.01,-0.02,-0.98,-0.74,3.0,idle
-0.74,-0.98,-9.53,-0.08,0.01,-0.02,-0.98,-0.74,3.0,idle
-0.71,-0.96,-9.53,-0.08,0.01,-0.02,-0.96,-0.71,3.0,idle
-0.74,-0.97,-9.53,-0.08,0.01,-0.02,-0.97,-0.74,3.0,idle
-0.76,-0.99,-9.51,-0.08,0.01,-0.02,-0.99,-0.76,3.0,idle
-0.73,-0.99,-9.52,-0.08,0.01,-0.02,-0.99,-0.73,3.0,idle
-0.72,-0.98,-9.53,-0.08,0.01,-0.02,-0.98,-0.72,3.0,idle
-0.72,-0.97,-9.54,-0.08,0.01,-0.02,-0.97,-0.72,3.0,idle
-0.74,-0.98,-9.54,-0.08,0.01,-0.02,-0.98,-0.74,3.0,idle
-0.74,-0.97,-9.54,-0.08,0.01,-0.02,-0.97,-0.74,3.0,idle
-0.75,-0.96,-9.55,-0.08,0.01,-0.02,-0.96,-0.75,3.0,idle
-0.74,-0.98,-9.52,-0.08,0.01,-0.02,-0.98,-0.74,3.0,idle
-0.71,-0.98,-9.54,-0.08,0.01,-0.02,-0.98,-0.71,3.0,idle
-0.71,-0.97,-9.53,-0.08,0.01,-0.02,-0.97,-0.71,3.0,idle
-0.72,-0.97,-9.53,-0.08,0.01,-0.02,-0.97,-0.72,3.0,idle
-0.73,-0.98,-9.52,-0.08,0.01,-0.02,-0.98,-0.73,3.0,idle
-0.73,-0.99,-9.52,-0.08,0.01,-0.02,-0.99,-0.73,3.0,idle
-0.71,-0.99,-9.54,-0.08,0.01,-0.02,-0.99,-0.71,3.0,idle
-0.73,-0.97,-9.55,-0.08,0.01,-0.02,-0.97,-0.73,3.0,idle
-0.73,-0.97,-9.57,-0.08,0.01,-0.02,-0.97,-0.73,3.0,idle
-0.74,-0.98,-9.53,-0.08,0.01,-0.02,-0.98,-0.74,3.0,idle
-0.73,-0.98,-9.52,-0.08,0.01,-0.02,-0.98,-0.73,3.0,idle
-0.72,-0.99,-9.55,-0.08,0.01,-0.02,-0.99,-0.72,3.0,idle
-0.71,-0.97,-9.51,-0.08,0.01,-0.02,-0.97,-0.71,3.0,idle
-0.72,-0.98,-9.53,-0.08,0.01,-0.02,-0.98,-0.72,3.0,idle
-0.73,-0.98,-9.54,-0.08,0.01,-0.02,-0.98,-0.73,3.0,idle
-0.73,-0.96,-9.51,-0.08,0.01,-0.02,-0.96,-0.73,3.0,idle
-0.73,-0.98,-9.53,-0.08,0.01,-0.02,-0.98,-0.73,3.0,idle
-0.72,-0.98,-9.53,-0.08,0.01,-0.02,-0.98,-0.72,3.0,idle
-0.75,-0.99,-9.52,-0.08,0.01,-0.02,-0.99,-0.75,3.0,idle
-0.71,-0.99,-9.53,-0.08,0.01,-0.02,-0.99,-0.71,3.0,idle
-0.73,-0.99,-9.55,-0.08,0.01,-0.02,-0.99,-0.73,3.0,idle
-0.74,-0.99,-9.56,-0.08,0.01,-0.02,-0.99,-0.74,3.0,idle
-0.73,-0.99,-9.53,-0.08,0.01,-0.02,-0.99,-0.73,3.0,idle
-0.73,-0.97,-9.53,-0.08,0.02,-0.02,-0.97,-0.73,3.0,idle
-0.74,-0.98,-9.55,-0.08,0.01,-0.02,-0.98,-0.74,3.0,idle
-0.74,-0.98,-9.53,-0.08,0.01,-0.02,-0.98,-0.74,3.0,idle
-0.72,-1.01,-9.52,-0.08,0.01,-0.02,-1.01,-0.72,3.0,idle
-0.73,-0.97,-9.53,-0.08,0.01,-0.02,-0.97,-0.73,3.0,idle
-0.73,-0.97,-9.5,-0.08,0.01,-0.02,-0.97,-0.73,3.0,idle
-0.73,-1.0,-9.51,-0.08,0.02,-0.02,-1.0,-0.73,3.0,idle
-0.72,-1.0,-9.52,-0.08,0.02,-0.02,-1.0,-0.72,3.0,idle
-0.72,-0.99,-9.54,-0.08,0.02,-0.02,-0.99,-0.72,3.0,idle
-0.71,-1.02,-9.52,-0.08,0.01,-0.02,-1.02,-0.71,3.0,idle
-0.72,-0.99,-9.56,-0.08,0.01,-0.02,-0.99,-0.72,3.0,idle
-0.74,-0.98,-9.51,-0.08,0.01,-0.02,-0.98,-0.74,3.0,idle
-0.74,-0.97,-9.53,-0.08,0.01,-0.02,-0.97,-0.74,3.0,idle
-0.75,-0.98,-9.53,-0.08,0.01,-0.02,-0.98,-0.75,3.0,idle
-0.75,-0.97,-9.52,-0.08,0.01,-0.02,-0.97,-0.75,3.0,idle
-0.75,-0.97,-9.52,-0.08,0.01,-0.02,-0.97,-0.75,3.0,idle
-0.72,-0.97,-9.51,-0.08,0.01,-0.02,-0.97,-0.72,3.0,idle
-0.71,-0.97,-9.54,-0.08,0.01,-0.02,-0.97,-0.71,3.0,idle
-0.73,-0.98,-9.54,-0.08,0.01,-0.02,-0.98,-0.73,3.0,idle
-0.73,-0.97,-9.53,-0.08,0.01,-0.02,-0.97,-0.73,3.0,idle
-0.73,-1.0,-9.54,-0.08,0.01,-0.02,-1.0,-0.73,3.0,idle
-0.73,-1.0,-9.52,-0.08,0.01,-0.02,-1.0,-0.73,3.0,idle
-0.73,-0.99,-9.53,-0.08,0.01,-0.02,-0.99,-0.73,3.0,idle
-0.72,-0.99,-9.53,-0.08,0.01,-0.02,-0.99,-0.72,3.0,idle
-0.73,-1.0,-9.54,-0.08,0.01,-0.02,-1.0,-0.73,3.0,idle
-0.71,-0.99,-9.54,-0.08,0.01,-0.02,-0.99,-0.71,3.0,idle
-0.7,-0.97,-9.53,-0.08,0.01,-0.02,-0.97,-0.7,3.0,idle
-0.73,-0.96,-9.53,-0.08,0.01,-0.02,-0.96,-0.73,3.0,idle
-0.73,-0.96,-9.55,-0.08,0.01,-0.02,-0.96,-0.73,3.0,idle
-0.72,-0.97,-9.51,-0.08,0.01,-0.02,-0.97,-0.72,3.0,idle
-0.72,-0.98,-9.53,-0.08,0.01,-0.02,-0.98,-0.72,3.0,idle
-0.72,-1.0,-9.5,-0.08,0.01,-0.02,-1.0,-0.72,3.0,idle
-0.73,-0.99,-9.54,-0.08,0.01,-0.02,-0.99,-0.73,3.0,idle
-0.73,-0.98,-9.54,-0.08,0.01,-0.02,-0.98,-0.73,3.0,idle
-0.72,-0.99,-9.52,-0.08,0.01,-0.02,-0.99,-0.72,3.0,idle
-0.72,-0.97,-9.53,-0.08,0.01,-0.02,-0.97,-0.72,3.0,idle
-0.72,-0.97,-9.54,-0.08,0.01,-0.02,-0.97,-0.72,3.0,idle
-0.71,-0.96,-9.56,-0.08,0.01,-0.02,-0.96,-0.71,3.0,idle
-0.73,-1.01,-9.54,-0.08,0.01,-0.02,-1.01,-0.73,3.0,idle
-0.73,-0.99,-9.54,-0.08,0.01,-0.02,-0.99,-0.73,3.0,idle
-0.72,-0.98,-9.54,-0.08,0.01,-0.02,-0.98,-0.72,3.0,idle
-0.72,-1.0,-9.54,-0.08,0.01,-0.02,-1.0,-0.72,3.0,idle
-0.73,-0.99,-9.53,-0.08,0.01,-0.02,-0.99,-0.73,3.0,idle
-0.73,-0.98,-9.53,-0.08,0.01,-0.02,-0.98,-0.73,3.0,idle
-0.73,-0.99,-9.53,-0.08,0.02,-0.02,-0.99,-0.73,3.0,idle
-0.74,-0.99,-9.53,-0.08,0.01,-0.02,-0.99,-0.74,3.0,idle
-0.74,-0.98,-9.52,-0.08,0.01,-0.02,-0.98,-0.74,3.0,idle
-0.74,-1.0,-9.56,-0.08,0.01,-0.02,-1.0,-0.74,3.0,idle
-0.73,-0.98,-9.55,-0.08,0.01,-0.02,-0.98,-0.73,3.0,idle
-0.73,-0.98,-9.53,-0.08,0.01,-0.02,-0.98,-0.73,3.0,idle
-0.73,-0.99,-9.53,-0.08,0.01,-0.02,-0.99,-0.73,3.0,idle
-0.74,-1.0,-9.55,-0.08,0.01,-0.02,-1.0,-0.74,3.0,idle
-0.73,-1.01,-9.54,-0.08,0.01,-0.02,-1.01,-0.73,3.0,idle
-0.72,-0.99,-9.53,-0.08,0.01,-0.02,-0.99,-0.72,3.0,idle
-0.73,-0.99,-9.54,-0.08,0.01,-0.02,-0.99,-0.73,3.0,idle
-0.73,-0.97,-9.54,-0.08,0.01,-0.02,-0.97,-0.73,3.0,idle
-0.71,-0.98,-9.53,-0.08,0.01,-0.02,-0.98,-0.71,3.0,idle
-0.73,-0.98,-9.53,-0.08,0.01,-0.02,-0.98,-0.73,3.0,idle
-0.74,-0.98,-9.56,-0.08,0.01,-0.02,-0.98,-0.74,3.0,idle
-0.73,-0.98,-9.53,-0.08,0.02,-0.02,-0.98,-0.73,3.0,idle
-0.72,-0.98,-9.57,-0.08,0.01,-0.02,-0.98,-0.72,3.0,idle
-0.73,-0.99,-9.56,-0.08,0.01,-0.02,-0.99,-0.73,3.0,idle
-0.72,-0.98,-9.54,-0.08,0.01,-0.02,-0.98,-0.72,3.0,idle
-0.72,-0.98,-9.53,-0.08,0.01,-0.02,-0.98,-0.72,3.0,idle
-0.74,-0.99,-9.52,-0.08,0.01,-0.02,-0.99,-0.74,3.0,idle
-0.72,-0.98,-9.54,-0.08,0.01,-0.02,-0.98,-0.72,3.0,idle
-0.71,-0.98,-9.51,-0.08,0.01,-0.02,-0.98,-0.71,3.0,idle
-0.72,-1.0,-9.53,-0.08,0.01,-0.02,-1.0,-0.72,3.0,idle
-0.73,-1.0,-9.53,-0.08,0.01,-0.02,-1.0,-0.73,3.0,idle
-0.72,-0.99,-9.55,-0.08,0.01,-0.02,-0.99,-0.72,3.0,idle
-0.71,-0.98,-9.53,-0.08,0.01,-0.02,-0.98,-0.71,3.0,idle
-0.73,-0.97,-9.55,-0.08,0.01,-0.02,-0.97,-0.73,3.0,idle
-0.72,-0.99,-9.55,-0.08,0.01,-0.02,-0.99,-0.72,3.0,idle
-0.71,-0.98,-9.54,-0.08,0.01,-0.02,-0.98,-0.71,3.0,idle
-0.73,-0.99,-9.53,-0.08,0.01,-0.02,-0.99,-0.73,3.0,idle
-0.74,-0.97,-9.53,-0.08,0.01,-0.02,-0.97,-0.74,3.0,idle
-0.74,-1.0,-9.52,-0.08,0.01,-0.02,-1.0,-0.74,3.0,idle
-0.74,-1.0,-9.57,-0.08,0.01,-0.02,-1.0,-0.74,3.0,idle
-0.73,-1.0,-9.54,-0.08,0.01,-0.02,-1.0,-0.73,3.0,idle
-0.73,-0.98,-9.53,-0.08,0.01,-0.02,-0.98,-0.73,3.0,idle
-0.74,-0.98,-9.51,-0.08,0.01,-0.02,-0.98,-0.74,3.0,idle
-0.73,-1.0,-9.55,-0.08,0.01,-0.02,-1.0,-0.73,3.0,idle
-0.72,-0.99,-9.54,-0.08,0.01,-0.02,-0.99,-0.72,3.0,idle
-0.73,-1.01,-9.51,-0.08,0.01,-0.02,-1.01,-0.73,3.0,idle
-0.74,-0.99,-9.53,-0.08,0.01,-0.02,-0.99,-0.74,3.0,idle
-0.71,-0.99,-9.54,-0.08,0.01,-0.02,-0.99,-0.71,3.0,idle
-0.72,-0.97,-9.53,-0.08,0.01,-0.02,-0.97,-0.72,3.0,idle
-0.74,-0.97,-9.55,-0.08,0.01,-0.02,-0.97,-0.74,3.0,idle
-0.75,-0.99,-9.59,-0.08,0.01,-0.02,-0.99,-0.75,3.0,idle
-0.72,-0.99,-9.55,-0.08,0.01,-0.02,-0.99,-0.72,3.0,idle
-0.72,-0.97,-9.54,-0.08,0.01,-0.02,-0.97,-0.72,3.0,idle
-0.72,-0.98,-9.53,-0.08,0.01,-0.02,-0.98,-0.72,3.0,idle
-0.73,-0.98,-9.54,-0.08,0.01,-0.02,-0.98,-0.73,3.0,idle
-0.74,-0.99,-9.54,-0.08,0.01,-0.02,-0.99,-0.74,3.0,idle
-0.72,-0.98,-9.56,-0.08,0.01,-0.02,-0.98,-0.72,3.0,idle
-0.73,-0.98,-9.56,-0.08,0.01,-0.02,-0.98,-0.73,3.0,idle
-0.72,-0.97,-9.54,-0.08,0.01,-0.02,-0.97,-0.72,3.0,idle
-0.75,-1.0,-9.54,-0.08,0.01,-0.02,-1.0,-0.75,3.0,idle
-0.74,-0.98,-9.56,-0.08,0.01,-0.02,-0.98,-0.74,3.0,idle
-0.72,-0.99,-9.54,-0.08,0.01,-0.02,-0.99,-0.72,3.0,idle
-0.71,-0.99,-9.55,-0.08,0.01,-0.02,-0.99,-0.71,3.0,idle
-0.72,-0.98,-9.53,-0.08,0.01,-0.02,-0.98,-0.72,3.0,idle
-0.71,-0.99,-9.52,-0.08,0.01,-0.02,-0.99,-0.71,3.0,idle
-0.72,-0.99,-9.5,-0.08,0.01,-0.02,-0.99,-0.72,3.0,idle
-0.7,-0.98,-9.53,-0.08,0.02,-0.02,-0.98,-0.7,3.0,idle
-0.73,-0.99,-9.53,-0.08,0.01,-0.02,-0.99,-0.73,3.0,idle
-0.73,-0.99,-9.52,-0.08,0.01,-0.02,-0.99,-0.73,3.0,idle
-0.73,-0.97,-9.53,-0.08,0.01,-0.02,-0.97,-0.73,3.0,idle
-0.73,-0.99,-9.53,-0.08,0.01,-0.02,-0.99,-0.73,3.0,idle
-0.72,-1.0,-9.55,-0.08,0.01,-0.02,-1.0,-0.72,3.0,idle
-0.75,-1.01,-9.54,-0.08,0.01,-0.02,-1.01,-0.75,3.0,idle
-0.74,-1.01,-9.51,-0.08,0.01,-0.02,-1.01,-0.74,3.0,idle
-0.74,-0.99,-9.53,-0.08,0.01,-0.02,-0.99,-0.74,3.0,idle
-0.71,-0.98,-9.53,-0.08,0.01,-0.02,-0.98,-0.71,3.0,idle
-0.72,-0.98,-9.54,-0.08,0.01,-0.02,-0.98,-0.72,3.0,idle
-0.73,-0.98,-9.55,-0.08,0.01,-0.02,-0.98,-0.73,3.0,idle
-0.74,-0.98,-9.56,-0.08,0.01,-0.02,-0.98,-0.74,3.0,idle
-0.72,-0.98,-9.56,-0.08,0.01,-0.02,-0.98,-0.72,3.0,idle
-0.7,-1.0,-9.54,-0.08,0.01,-0.02,-1.0,-0.7,3.0,idle
-0.72,-0.99,-9.51,-0.08,0.01,-0.02,-0.99,-0.72,3.0,idle
-0.75,-0.99,-9.56,-0.08,0.02,-0.02,-0.99,-0.75,3.0,idle
-0.75,-1.0,-9.54,-0.08,0.01,-0.02,-1.0,-0.75,3.0,idle
-0.73,-0.99,-9.55,-0.08,0.01,-0.02,-0.99,-0.73,3.0,idle
-0.7,-0.99,-9.56,-0.08,0.01,-0.02,-0.99,-0.7,3.0,idle
-0.72,-1.0,-9.53,-0.08,0.01,-0.02,-1.0,-0.72,3.0,idle
-0.73,-0.98,-9.56,-0.08,0.01,-0.02,-0.98,-0.73,3.0,idle
-0.72,-0.99,-9.53,-0.08,0.01,-0.02,-0.99,-0.72,3.0,idle
-0.73,-1.0,-9.55,-0.08,0.01,-0.02,-1.0,-0.73,3.0,idle
-0.72,-0.97,-9.54,-0.08,0.01,-0.02,-0.97,-0.72,3.0,idle
-0.73,-0.98,-9.57,-0.08,0.01,-0.02,-0.98,-0.73,3.0,idle
-0.74,-0.99,-9.52,-0.08,0.01,-0.02,-0.99,-0.74,3.0,idle
-0.74,-0.99,-9.54,-0.08,0.01,-0.02,-0.99,-0.74,3.0,idle
-0.74,-1.0,-9.53,-0.08,0.01,-0.02,-1.0,-0.74,3.0,idle
-0.73,-1.01,-9.55,-0.08,0.01,-0.02,-1.01,-0.73,3.0,idle
-0.74,-0.99,-9.54,-0.08,0.01,-0.02,-0.99,-0.74,3.0,idle
-0.73,-0.97,-9.54,-0.08,0.01,-0.02,-0.97,-0.73,3.0,idle
-0.74,-0.98,-9.54,-0.08,0.01,-0.02,-0.98,-0.74,3.0,idle
-0.73,-0.99,-9.53,-0.08,0.01,-0.02,-0.99,-0.73,3.0,idle
-0.7,-0.99,-9.53,-0.08,0.01,-0.02,-0.99,-0.7,3.0,idle
-0.71,-0.97,-9.54,-0.08,0.01,-0.02,-0.97,-0.71,3.0,idle
-0.72,-0.99,-9.54,-0.08,0.01,-0.02,-0.99,-0.72,3.0,idle
-0.71,-0.99,-9.55,-0.08,0.01,-0.02,-0.99,-0.71,3.0,idle
-0.76,-0.99,-9.54,-0.08,0.01,-0.02,-0.99,-0.76,3.0,idle
-0.74,-1.0,-9.51,-0.08,0.01,-0.02,-1.0,-0.74,3.0,idle
-0.74,-1.0,-9.54,-0.08,0.01,-0.02,-1.0,-0.74,3.0,idle
-0.72,-1.0,-9.55,-0.08,0.01,-0.02,-1.0,-0.72,3.0,idle
-0.73,-0.99,-9.53,-0.08,0.01,-0.02,-0.99,-0.73,3.0,idle
-0.72,-0.97,-9.53,-0.08,0.01,-0.02,-0.97,-0.72,3.0,idle
-0.72,-0.99,-9.54,-0.08,0.01,-0.02,-0.99,-0.72,3.0,idle
-0.72,-0.99,-9.55,-0.08,0.01,-0.02,-0.99,-0.72,3.0,idle
-0.73,-0.99,-9.54,-0.08,0.01,-0.02,-0.99,-0.73,3.0,idle
-0.74,-1.01,-9.53,-0.08,0.01,-0.02,-1.01,-0.74,3.0,idle
-0.71,-0.98,-9.56,-0.08,0.01,-0.02,-0.98,-0.71,3.0,idle
-0.71,-0.98,-9.55,-0.08,0.01,-0.02,-0.98,-0.71,3.0,idle
-0.73,-0.98,-9.52,-0.08,0.01,-0.02,-0.98,-0.73,3.0,idle
-0.72,-1.0,-9.54,-0.08,0.01,-0.02,-1.0,-0.72,3.0,idle
-0.73,-1.0,-9.57,-0.08,0.01,-0.02,-1.0,-0.73,3.0,idle
-0.72,-1.01,-9.54,-0.08,0.01,-0.02,-1.01,-0.72,3.0,idle
-0.73,-1.0,-9.54,-0.08,0.01,-0.02,-1.0,-0.73,3.0,idle
-0.72,-0.99,-9.54,-0.08,0.02,-0.02,-0.99,-0.72,3.0,idle
-0.71,-0.99,-9.52,-0.08,0.01,-0.02,-0.99,-0.71,3.0,idle
-0.7,-0.99,-9.52,-0.08,0.01,-0.02,-0.99,-0.7,3.0,idle
-0.7,-0.99,-9.53,-0.08,0.01,-0.02,-0.99,-0.7,3.0,idle
-0.71,-1.0,-9.52,-0.08,0.01,-0.02,-1.0,-0.71,3.0,idle
-0.71,-1.0,-9.55,-0.08,0.01,-0.02,-1.0,-0.71,3.0,idle
-0.73,-0.97,-9.53,-0.08,0.01,-0.02,-0.97,-0.73,3.0,idle
-0.74,-0.99,-9.53,-0.08,0.01,-0.02,-0.99,-0.74,3.0,idle
-0.73,-0.99,-9.54,-0.08,0.01,-0.02,-0.99,-0.73,3.0,idle
-0.74,-0.99,-9.53,-0.08,0.01,-0.02,-0.99,-0.74,3.0,idle
-0.73,-0.99,-9.55,-0.08,0.01,-0.02,-0.99,-0.73,3.0,idle
-0.73,-1.0,-9.54,-0.08,0.01,-0.02,-1.0,-0.73,3.0,idle
-0.71,-0.98,-9.56,-0.08,0.01,-0.02,-0.98,-0.71,3.0,idle
-0.72,-0.98,-9.54,-0.08,0.01,-0.02,-0.98,-0.72,3.0,idle
-0.72,-1.0,-9.56,-0.08,0.01,-0.02,-1.0,-0.72,3.0,idle
-0.72,-1.0,-9.57,-0.08,0.01,-0.02,-1.0,-0.72,3.0,idle
-0.73,-0.99,-9.53,-0.08,0.01,-0.02,-0.99,-0.73,3.0,idle
-0.72,-0.99,-9.54,-0.08,0.01,-0.02,-0.99,-0.72,3.0,idle
-0.74,-1.0,-9.52,-0.08,0.01,-0.02,-1.0,-0.74,3.0,idle
-0.74,-0.99,-9.53,-0.08,0.01,-0.02,-0.99,-0.74,3.0,idle
-0.74,-0.99,-9.54,-0.08,0.01,-0.02,-0.99,-0.74,3.0,idle
-0.71,-0.98,-9.54,-0.08,0.01,-0.02,-0.98,-0.71,3.0,idle
-0.73,-1.0,-9.51,-0.08,0.01,-0.02,-1.0,-0.73,3.0,idle
-0.72,-1.02,-9.55,-0.08,0.01,-0.02,-1.02,-0.72,3.0,idle
-0.72,-0.99,-9.56,-0.08,0.01,-0.02,-0.99,-0.72,3.0,idle
-0.71,-0.99,-9.53,-0.08,0.02,-0.02,-0.99,-0.71,3.0,idle
-0.72,-1.0,-9.52,-0.08,0.01,-0.02,-1.0,-0.72,3.0,idle
-0.72,-0.98,-9.54,-0.08,0.01,-0.02,-0.98,-0.72,3.0,idle
-0.73,-1.0,-9.56,-0.08,0.01,-0.02,-1.0,-0.73,3.0,idle
-0.72,-1.0,-9.54,-0.08,0.01,-0.02,-1.0,-0.72,3.0,idle
-0.71,-1.02,-9.56,-0.08,0.01,-0.02,-1.02,-0.71,3.0,idle
-0.71,-1.02,-9.54,-0.08,0.01,-0.02,-1.02,-0.71,3.0,idle
-0.72,-1.0,-9.55,-0.08,0.01,-0.02,-1.0,-0.72,3.0,idle
-0.72,-0.97,-9.5,-0.08,0.01,-0.02,-0.97,-0.72,3.0,idle
-0.72,-0.97,-9.53,-0.08,0.01,-0.02,-0.97,-0.72,3.0,idle
-0.73,-0.98,-9.51,-0.08,0.01,-0.02,-0.98,-0.73,3.0,idle
-0.72,-1.0,-9.53,-0.08,0.01,-0.02,-1.0,-0.72,3.0,idle
-0.72,-1.01,-9.55,-0.08,0.01,-0.02,-1.01,-0.72,3.0,idle
-0.73,-0.98,-9.52,-0.08,0.01,-0.02,-0.98,-0.73,3.0,idle
-0.7,-1.02,-9.54,-0.08,0.01,-0.02,-1.02,-0.7,3.0,idle
-0.75,-0.99,-9.54,-0.08,0.01,-0.02,-0.99,-0.75,3.0,idle
-0.73,-0.97,-9.53,-0.08,0.01,-0.02,-0.97,-0.73,3.0,idle
-0.71,-0.97,-9.53,-0.08,0.01,-0.02,-0.97,-0.71,3.0,idle
-0.72,-1.0,-9.55,-0.08,0.01,-0.02,-1.0,-0.72,3.0,idle
-0.72,-1.01,-9.52,-0.08,0.01,-0.02,-1.01,-0.72,3.0,idle
-0.71,-0.99,-9.55,-0.08,0.01,-0.02,-0.99,-0.71,3.0,idle
-0.7,-0.99,-9.54,-0.08,0.01,-0.02,-0.99,-0.7,3.0,idle
-0.72,-1.0,-9.54,-0.08,0.01,-0.02,-1.0,-0.72,3.0,idle
-0.72,-0.99,-9.54,-0.08,0.01,-0.02,-0.99,-0.72,3.0,idle
-0.73,-1.0,-9.54,-0.08,0.01,-0.02,-1.0,-0.73,3.0,idle
-0.72,-0.99,-9.53,-0.08,0.01,-0.02,-0.99,-0.72,3.0,idle
-0.73,-0.99,-9.55,-0.08,0.01,-0.02,-0.99,-0.73,3.0,idle
-0.73,-0.98,-9.54,-0.08,0.01,-0.02,-0.98,-0.73,3.0,idle
-0.74,-0.99,-9.54,-0.08,0.01,-0.02,-0.99,-0.74,3.0,idle
-0.73,-1.0,-9.52,-0.08,0.01,-0.02,-1.0,-0.73,3.0,idle
-0.74,-0.99,-9.52,-0.08,0.01,-0.02,-0.99,-0.74,3.0,idle
-0.73,-0.98,-9.53,-0.08,0.01,-0.02,-0.98,-0.73,3.0,idle
-0.73,-0.99,-9.53,-0.08,0.01,-0.02,-0.99,-0.73,3.0,idle
-0.72,-1.0,-9.51,-0.08,0.01,-0.02,-1.0,-0.72,3.0,idle
-0.7,-0.99,-9.54,-0.08,0.01,-0.02,-0.99,-0.7,3.0,idle
-0.73,-1.01,-9.53,-0.08,0.01,-0.02,-1.01,-0.73,3.0,idle
-0.72,-1.0,-9.56,-0.08,0.01,-0.02,-1.0,-0.72,3.0,idle
-0.72,-0.97,-9.55,-0.08,0.01,-0.02,-0.97,-0.72,3.0,idle
-0.72,-0.98,-9.55,-0.08,0.01,-0.02,-0.98,-0.72,3.0,idle
-0.73,-1.0,-9.55,-0.08,0.01,-0.02,-1.0,-0.73,3.0,idle
-0.73,-0.99,-9.53,-0.08,0.01,-0.02,-0.99,-0.73,3.0,idle
-0.72,-0.99,-9.53,-0.08,0.01,-0.02,-0.99,-0.72,3.0,idle
-0.72,-1.02,-9.51,-0.08,0.01,-0.02,-1.02,-0.72,3.0,idle
-0.7,-1.0,-9.53,-0.08,0.01,-0.02,-1.0,-0.7,3.0,idle
-0.73,-0.98,-9.53,-0.08,0.01,-0.02,-0.98,-0.73,3.0,idle
-0.73,-1.0,-9.55,-0.08,0.01,-0.02,-1.0,-0.73,3.0,idle
-0.73,-0.98,-9.56,-0.08,0.01,-0.02,-0.98,-0.73,3.0,idle
-0.73,-0.97,-9.53,-0.08,0.02,-0.02,-0.97,-0.73,3.0,idle
-0.72,-1.0,-9.51,-0.08,0.01,-0.02,-1.0,-0.72,3.0,idle
-0.72,-0.99,-9.53,-0.08,0.01,-0.02,-0.99,-0.72,3.0,idle
-0.71,-0.97,-9.55,-0.08,0.01,-0.02,-0.97,-0.71,3.0,idle
-0.74,-0.99,-9.54,-0.08,0.01,-0.02,-0.99,-0.74,3.0,idle
-0.72,-1.0,-9.58,-0.08,0.01,-0.02,-1.0,-0.72,3.0,idle
-0.72,-0.97,-9.54,-0.08,0.01,-0.02,-0.97,-0.72,3.0,idle
-0.7,-1.0,-9.53,-0.08,0.01,-0.02,-1.0,-0.7,3.0,idle
-0.72,-0.98,-9.53,-0.08,0.01,-0.02,-0.98,-0.72,3.0,idle
-0.73,-0.98,-9.52,-0.08,0.01,-0.02,-0.98,-0.73,3.0,idle
-0.73,-1.0,-9.53,-0.08,0.01,-0.02,-1.0,-0.73,3.0,idle
-0.71,-0.99,-9.55,-0.08,0.01,-0.02,-0.99,-0.71,3.0,idle
-0.72,-0.98,-9.52,-0.08,0.01,-0.02,-0.98,-0.72,3.0,idle
-0.71,-0.99,-9.51,-0.08,0.01,-0.02,-0.99,-0.71,3.0,idle
-0.73,-0.98,-9.54,-0.08,0.01,-0.02,-0.98,-0.73,3.0,idle
-0.74,-0.98,-9.53,-0.08,0.01,-0.02,-0.98,-0.74,3.0,idle
-0.72,-0.99,-9.55,-0.08,0.01,-0.02,-0.99,-0.72,3.0,idle
-0.71,-0.98,-9.54,-0.08,0.01,-0.02,-0.98,-0.71,3.0,idle
-0.73,-0.99,-9.52,-0.08,0.01,-0.02,-0.99,-0.73,3.0,idle
-0.73,-1.0,-9.56,-0.08,0.01,-0.02,-1.0,-0.73,3.0,idle
